1/24/2017 5:01:49 PM;$ABAX releasing Earnings on 1/26 After Close (Confirmed). Anybody buying/selling in Earnings? http://stocksearning.com/q.aspx?Sys=ABAX;StocksEarning
1/23/2017 2:33:39 PM;$ABAX Canaccord Genuity reiterates Hold rating, $46 PT https://stocknews.com/news/abax-canaccord-genuity-reiterates-hold-rating-46-pt/;StockNews
1/23/2017 10:15:06 AM;Abaxis&#39;s hold rating reiterated at Canaccord Genuity. $46.00 PT. http://www.marketbeat.com/r/764876 $ABAX;AnalystRatingsNetwork
1/23/2017 7:38:01 AM;Canaccord Genuity Releases a Hold Rating on Abaxis $ABAX http://www.analystratings.com/2017/01/23/canaccord-genuity-releases-a-hold-rating-on-abaxis/465198/;aratings
1/22/2017 11:28:06 PM;$ABAX has smashed the lights out over the last few years averaging 13.1% EPS growth yearlyAbaxis  https://simplywall.st/NasdaqGS:ABAX/abaxis/?utm_medium=stocktwits&amp;anchor=past-earnings-growth#past-earnings-growth;WarrenofWallSt
1/22/2017 7:56:17 PM;Estimize revenue expectations are 1.27% higher than that of Wall Street for $ABAX Q3 [Reporting 01/26 AMC] \n http://www.estimize.com/intro/abax?utm_content=ABAX&amp;utm_medium=eps_update&amp;utm_source=stocktwits#chart=historical;EstimizeAlerts
1/21/2017 7:54:31 PM;Estimize EPS expectations are 0.58% lower than that of Wall Street for $ABAX Q3 [Reporting 01/26 AMC] \n http://www.estimize.com/intro/abax?utm_content=ABAX&amp;utm_medium=eps_update&amp;utm_source=stocktwits#chart=historical;EstimizeAlerts
1/19/2017 7:50:10 PM;Here\u2019s what 15 Estimize analysts believe $ABAX will report for Q3 2017 revenue [Reporting 01/26 AMC] \n http://www.estimize.com/intro/abax?utm_content=ABAX&amp;utm_medium=eps_update&amp;utm_source=stocktwits#chart=historical;EstimizeAlerts
1/18/2017 9:52:53 PM;$ABAX releasing Earnings on 1/26 After Close (Confirmed). Anybody buying/selling in Earnings? http://stocksearning.com/q.aspx?Sys=ABAX;StocksEarning
1/18/2017 7:46:59 PM;Here\u2019s what 15 Estimize analysts believe $ABAX will report for Q3 2017 EPS [Reporting 01/26 AMC] \n http://www.estimize.com/intro/abax?utm_content=ABAX&amp;utm_medium=eps_update&amp;utm_source=stocktwits#chart=historical;EstimizeAlerts
1/17/2017 1:25:13 AM;0 BUY and 1 SELL finance pro opinions. Would you buy or sell $ABAX? Enter here: https://www.finstead.com/stock/info/ABAX?tab=opinions;finstead
1/15/2017 9:17:47 PM;Published $ABAX estimate on Estimize: ... http://www.estimize.com/abax/fq3-2017/estimates/555232?utm_medium=share&amp;utm_source=stocktwits;QuantTrader007
1/15/2017 7:42:56 PM;Estimize revenue expectations are 0.86% higher than that of Wall Street for $ABAX Q3 [Reporting 01/26 AMC] \n http://www.estimize.com/intro/abax?utm_content=ABAX&amp;utm_medium=eps_update&amp;utm_source=stocktwits#chart=historical;EstimizeAlerts
1/14/2017 7:40:31 AM;Estimize EPS expectations are 2.79% lower than that of Wall Street for $ABAX Q3 [Reporting 01/26 AMC] \n http://www.estimize.com/intro/abax?utm_content=ABAX&amp;utm_medium=eps_update&amp;utm_source=stocktwits#chart=historical;EstimizeAlerts
